Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensityB,SourceIntensityV,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
80,251.810428,-1.952129,251.810393,-1.952147,103,40,103.638,39.685,1,3974.09,18143,1,500.253,D.N.,-10.6468,0.0299,2,B,57.008453,35.0708,76.290534,36.512367,90.183258,0,48.13919,48.531094,5,5,5,0,8,15,79.04,0,503,3.48,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
81,251.809153,-1.952185,251.809114,-1.95219,126,39,126.7,38.903,1,65878.7,462078,1,952.013,D.N.,-14.1618,0.0022,2,B,78.580486,41.315889,108.174616,40.722687,135.248042,0,81.26155,67.127643,5,5,5,0,8,15,79.04,0,502,3.55,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
82,251.776211,-1.952075,251.776192,-1.95206,720,41,720.334,41.261,1,315.422,1268.98,1,46.2355,D.N.,-7.7586,0.0396,2,B,11.882621,12.288468,13.792565,12.135427,15.476963,0,7.028509,2.968468,5,5,5,0,8,15,79.04,0,502,3.41,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
83,251.72885,-1.951853,251.728825,-1.951873,1574,45,1574.454,44.643,1,1572.98,6427.52,1,81.7121,D.N.,-9.5201,0.0138,2,B,9.254565,9.456491,9.280594,8.660092,9.411383,0,1.56508,1.593747,5,5,5,0,8,15,79.04,0,513,3.59,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
84,251.801666,-1.951963,251.801695,-1.951986,261,43,260.481,42.598,1,3311.35,11773.9,1,229.582,D.N.,-10.1773,0.0212,2,B,28.276484,20.017511,39.804338,21.773216,49.778764,0,29.921958,20.376465,5,5,5,0,8,15,79.04,0,502,4.89,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
85,251.781202,-1.952019,251.781198,-1.952001,630,42,630.077,42.336,1,1293.76,5144.85,1,136.603,D.N.,-9.2784,0.0288,2,B,21.071774,13.786797,28.245053,13.212037,36.084574,0,22.479415,11.703948,5,5,5,0,8,15,79.04,0,500,3.17,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
86,251.80638,-1.951797,251.806371,-1.951786,176,46,176.159,46.199,1,32106.9,145773,1,609.568,D.N.,-12.9092,0.0045,2,B,62.516397,41.391292,82.376615,35.38279,98.455728,0,53.976388,47.838543,5,5,5,0,8,15,79.04,0,500,3.34,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
87,251.804882,-1.952074,251.804831,-1.952054,203,41,203.936,41.363,1,26484.5,137638,1,914.075,D.N.,-12.8468,0.0072,2,B,81.33445,64.679812,143.858703,32.147991,219.352128,0,165.754792,84.152661,5,5,5,0,8,15,79.04,0,503,3.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
88,251.788578,-1.951964,251.78861,-1.951921,497,43,496.427,43.761,1,18158.7,4638.19,1,720.945,D.N.,-9.1659,0.1688,2,B,38.373138,16.98187,133.033196,14.37105,304.734652,0,274.436527,72.284146,5,5,5,0,8,15,79.04,0,502,3.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
89,251.798061,-1.952019,251.797723,-1.952196,326,42,332.097,38.796,1,32245.6,10545.4,1,328.122,D.N.,-10.0577,0.0338,2,B,28.75417,19.625377,92.107025,18.314997,229.505681,0,210.421851,31.386212,5,5,5,0,8,15,79.04,0,502,11.68,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
90,251.744988,-1.951908,251.744983,-1.951889,1283,44,1283.099,44.357,1,801.946,693.31,1,34.3603,D.N.,-7.1023,0.0538,2,B,9.848682,9.454647,11.339587,8.92693,13.261531,0,6.883021,2.224156,5,5,5,0,8,15,79.04,0,504,3.56,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
91,251.81248,-1.951908,251.812553,-1.951859,66,44,64.693,44.883,1,3298.44,13621.4,1,318.344,D.N.,-10.3356,0.0254,2,B,45.420723,38.973534,57.217838,30.331774,66.36657,0,33.658474,29.834979,5,5,5,0,8,15,79.04,0,503,3.71,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
92,251.804162,-1.951852,251.804833,-1.952054,216,45,203.884,41.359,1,26484.5,137138,1,913.801,D.N.,-12.8429,0.0072,2,B,81.33445,64.679812,143.858703,29.329735,219.352128,0,165.754792,84.152661,5,5,5,0,8,15,79.04,0,503,3.81,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
93,251.763178,-1.951742,251.763352,-1.951674,955,47,951.869,48.228,1,1794.36,6622.35,1,85.4964,D.N.,-9.5525,0.014,2,B,11.730529,11.318144,12.513005,10.007388,13.013957,0,3.579533,2.642907,5,5,5,0,8,15,79.04,0,507,3.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
94,251.812813,-1.951852,251.812551,-1.951859,60,45,64.715,44.884,1,3336.8,13443.2,1,318.064,D.N.,-10.3213,0.0257,2,B,45.420723,38.973534,57.217838,30.263208,66.36657,0,33.658474,29.834979,5,5,5,0,8,15,79.04,0,503,4.31,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
95,251.795787,-1.951742,251.795786,-1.951759,367,47,367.027,46.688,1,7262.04,15093,1,176.799,D.N.,-10.4469,0.0127,2,B,21.802046,18.110117,30.589867,17.241663,38.609587,0,23.581046,12.80735,5,5,5,0,8,15,79.04,0,503,3.46,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
96,251.763456,-1.951631,251.763352,-1.951674,950,49,951.865,48.229,1,1794.36,6622.35,1,85.4964,D.N.,-9.5525,0.014,2,B,11.730529,11.318144,12.513005,9.980994,13.013957,0,3.579533,2.642907,5,5,5,0,8,15,79.04,0,507,3.36,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
97,251.789299,-1.951797,251.789311,-1.951771,484,46,483.785,46.47,1,18158.7,92155.3,1,460.037,D.N.,-12.4113,0.0054,2,B,33.306744,20.403473,56.627397,15.01455,82.985415,0,60.722952,34.805341,5,5,5,0,8,15,79.04,0,501,3.44,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
98,251.755913,-1.951742,251.75592,-1.951729,1086,47,1085.883,47.241,1,96.01,476.003,1,32.6685,D.N.,-6.694,0.0745,2,B,10.33893,10.147535,11.586882,9.523141,12.773086,0,5.380841,2.449343,5,5,5,0,8,15,79.04,0,503,11.02,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
99,251.754583,-1.951631,251.754593,-1.951617,1110,49,1109.817,49.26,1,1356.21,5038.17,1,72.6626,D.N.,-9.2557,0.0157,2,B,9.749861,9.333244,9.87285,9.454438,10.008357,0,1.642977,1.567522,5,5,5,0,8,15,79.04,0,508,3.18,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
100,251.753196,-1.951631,251.753187,-1.951605,1135,49,1135.16,49.479,1,953.483,3208.85,1,58.7292,D.N.,-8.7659,0.0199,2,B,9.363935,8.551347,9.379958,9.3671,9.505001,0,1.538186,1.565056,5,5,5,0,8,15,79.04,0,515,3.11,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
101,251.746097,-1.951631,251.746095,-1.951632,1263,49,1263.038,48.993,1,550.532,2231.68,1,50.6798,D.N.,-8.3716,0.0247,2,B,9.623779,9.031752,10.22016,8.970963,10.687076,0,3.127499,1.849652,5,5,5,0,8,15,79.04,0,506,3.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
102,251.724247,-1.951686,251.724204,-1.951693,1657,48,1657.771,47.878,1,75.7642,425.814,1,25.6376,D.N.,-6.573,0.0654,2,B,9.074626,8.867042,9.48721,8.794056,9.819571,0,2.535676,1.53197,5,5,5,0,8,15,79.04,0,501,3.53,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
103,251.762125,-1.951687,251.762378,-1.951226,974,48,969.431,56.317,1,1435.45,5505.61,1,79.2623,D.N.,-9.352,0.0156,2,B,10.96524,10.320452,12.232458,9.874516,13.13905,0,4.800735,2.809927,5,5,5,0,8,15,79.04,0,507,3.78,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
104,251.757799,-1.951687,251.75777,-1.951683,1052,48,1052.518,48.075,1,231.173,850.805,1,32.7483,D.N.,-7.3246,0.0418,2,B,9.296649,9.927009,9.272453,9.461389,9.387027,0,1.46358,1.502886,5,5,5,0,8,15,79.04,0,514,3.41,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
105,251.715818,-1.951631,251.715833,-1.951589,1809,49,1808.716,49.75,1,231.173,985.315,1,34.7535,D.N.,-7.4839,0.0383,2,B,9.096788,9.085078,9.190989,8.675247,9.375741,0,1.853928,1.503129,5,5,5,0,8,15,79.04,0,505,3.74,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
106,251.785306,-1.951631,251.785323,-1.951626,556,49,555.699,49.086,1,663.071,2701.43,1,86.0416,D.N.,-8.579,0.0346,2,B,15.500982,12.518383,20.904395,13.587774,26.332355,0,16.028506,6.903089,5,5,5,0,8,15,79.04,0,500,3.94,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
107,251.780703,-1.951631,251.780701,-1.951616,639,49,639.043,49.269,1,1080.17,3784.04,1,148.143,D.N.,-8.9449,0.0425,2,B,18.817582,12.557506,26.063802,13.134061,32.379485,0,19.231381,13.572906,5,5,5,0,8,15,79.04,0,502,3.04,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
108,251.764398,-1.951465,251.764408,-1.951428,933,52,932.827,52.668,1,2212.18,9723.75,1,101.415,D.N.,-9.9696,0.0113,2,B,11.189983,11.357187,11.698893,9.933575,12.094143,0,3.069676,2.386696,5,5,5,0,8,15,79.04,0,504,3.56,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
109,251.794068,-1.951631,251.793951,-1.951426,398,49,400.106,52.693,1,1853.08,6790.43,1,166.742,D.N.,-9.5797,0.0267,2,B,22.21792,16.767543,29.967466,16.772879,36.074706,0,20.103205,14.602014,5,5,5,0,8,15,79.04,0,503,3.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
110,251.793957,-1.951409,251.793948,-1.951426,400,53,400.163,52.707,1,1865.37,6778.25,1,166.706,D.N.,-9.5778,0.0267,2,B,22.21792,16.767543,29.967466,16.756289,36.074706,0,20.103205,14.602014,5,5,5,0,8,15,79.04,0,503,4.3,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
111,251.77915,-1.951576,251.779156,-1.95145,667,50,666.895,52.275,1,877.042,3442.99,1,65.1139,D.N.,-8.8423,0.0205,2,B,14.149894,13.868168,15.550034,12.814432,16.377318,0,5.144503,2.841831,5,5,5,0,8,15,79.04,0,500,4.59,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
112,251.77915,-1.951299,251.779157,-1.951449,667,55,666.879,52.283,1,877.042,3440.99,1,65.0986,D.N.,-8.8417,0.0205,2,B,14.149894,13.868168,15.550034,12.804809,16.377318,0,5.144503,2.841831,5,5,5,0,8,15,79.04,0,500,3.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
113,251.784363,-1.95152,251.78433,-1.951493,573,51,573.599,51.486,1,1285.6,4697.58,1,95.942,D.N.,-9.1797,0.0222,2,B,15.139746,13.689784,20.970751,13.635798,26.872445,0,16.820211,6.761532,5,5,5,0,8,15,79.04,0,502,3.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
114,251.743158,-1.95141,251.743158,-1.95137,1316,53,1315.999,53.71,1,909.617,3080.18,1,57.4679,D.N.,-8.7214,0.0203,2,B,9.287252,9.246819,9.329773,8.788445,9.452158,0,1.517604,1.504513,5,5,5,0,8,15,79.04,0,511,3.41,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
115,251.777154,-1.95152,251.777115,-1.951471,703,51,703.692,51.897,1,463.843,1815.59,1,49.1047,D.N.,-8.1475,0.0294,2,B,11.880811,10.266771,13.242315,12.393703,14.171868,0,5.053029,2.461425,5,5,5,0,8,15,79.04,0,509,3.07,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
116,251.776932,-1.95141,251.777116,-1.95147,707,53,703.686,51.915,1,463.843,1817.89,1,49.1281,D.N.,-8.1489,0.0293,2,B,11.880811,10.266771,13.242315,12.328608,14.171868,0,5.053029,2.461425,5,5,5,0,8,15,79.04,0,509,4.05,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
117,251.769556,-1.951576,251.769309,-1.952114,840,50,844.458,40.29,1,2742.51,11656.2,1,111.141,D.N.,-10.1664,0.0104,2,B,11.848387,11.620439,13.070149,10.521511,14.033163,0,5.114005,2.656869,5,5,5,0,8,15,79.04,0,501,3.78,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
118,251.714376,-1.951409,251.714338,-1.95139,1835,53,1835.687,53.351,1,1.36624,315.508,1,23.194,D.N.,-6.2475,0.0798,2,B,9.291954,8.145248,9.294344,8.681129,9.414914,0,1.50339,1.505327,5,5,5,0,8,15,79.04,0,513,4.37,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
119,251.714209,-1.951187,251.71434,-1.951389,1838,57,1835.643,53.357,1,-0.583909,315.52,1,23.1942,D.N.,-6.2476,0.0798,2,B,9.291954,8.145248,9.294344,8.635174,9.414914,0,1.50339,1.505327,5,5,5,0,8,15,79.04,0,513,1.11,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
120,251.772773,-1.951299,251.772762,-1.951307,782,55,782.184,54.847,1,1458.94,5742.82,1,79.66,D.N.,-9.3978,0.0151,2,B,11.393608,11.025126,12.213066,11.060855,12.772499,0,3.742368,2.475805,5,5,5,0,8,15,79.04,0,508,3.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
121,251.770721,-1.951021,251.770678,-1.951415,819,53,819.77,52.895,1,824.746,3021.68,1,57.4747,D.N.,-8.7006,0.0207,2,B,10.583444,9.640713,10.868635,10.705914,11.152954,0,2.504695,1.692253,5,5,5,0,8,15,79.04,0,508,3.84,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
122,251.762347,-1.951243,251.762372,-1.951226,970,56,969.55,56.307,1,1435.45,5518.63,1,77.6594,D.N.,-9.3546,0.0153,2,B,10.807455,9.56264,11.463181,9.819814,11.943601,0,3.356722,2.279227,5,5,5,0,8,15,79.04,0,501,3.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
123,251.737224,-1.951299,251.737253,-1.951305,1423,55,1422.48,54.882,1,189.369,907.019,1,33.27,D.N.,-7.394,0.0398,2,B,8.861224,9.013711,8.807478,8.845178,8.920777,0,1.418638,1.426882,5,5,5,0,8,15,79.04,0,513,3.62,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
124,251.814698,-1.951353,251.81472,-1.95125,26,54,25.605,55.862,1,5241.15,15791.4,1,451.052,D.N.,-10.496,0.031,2,B,35.051899,24.146151,65.924608,31.091845,95.804564,0,69.585107,43.637006,5,5,5,0,8,15,79.04,0,503,4.11,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
125,251.791795,-1.951243,251.791762,-1.951183,439,56,439.585,57.078,1,1271.11,4923.17,1,126.336,D.N.,-9.2306,0.0279,2,B,17.64832,14.497757,26.217657,16.706663,34.840778,0,22.968788,10.580986,5,5,5,0,8,15,79.04,0,502,3.82,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
126,251.770721,-1.951021,251.770678,-1.951183,441,60,439.569,57.084,1,1271.11,4921.7,1,126.33,D.N.,-9.2303,0.0279,2,B,17.64832,14.497757,26.217657,16.656086,34.840778,0,22.968788,10.580986,5,5,5,0,8,15,79.04,0,502,3.78,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
127,251.789133,-1.951243,251.789134,-1.951228,487,56,486.973,56.267,1,2523.75,10216.8,1,619.468,D.N.,-10.0233,0.0658,2,B,25.599506,17.040906,111.646145,14.744496,273.072185,0,249.454436,61.552587,5,5,5,0,8,15,79.04,0,502,3.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
128,251.785029,-1.951243,251.785042,-1.951235,561,56,560.765,56.142,1,1135.99,4304.88,1,104.728,D.N.,-9.0849,0.0264,2,B,16.124748,15.980149,23.367231,13.598961,30.592223,0,19.764483,8.221017,5,5,5,0,8,15,79.04,0,502,3.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
129,251.795066,-1.951243,251.79504,-1.951194,380,56,380.479,56.881,1,2912.14,12979.7,1,300.927,D.N.,-10.2832,0.0252,2,B,28.399782,20.621621,47.636047,16.889208,67.069738,0,47.261043,28.051422,5,5,5,0,8,15,79.04,0,502,3.57,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
130,251.724691,-1.951243,251.724697,-1.951206,1649,56,1648.889,56.664,1,184.563,760.051,1,31.2878,D.N.,-7.2021,0.0447,2,B,9.050972,8.471966,9.228998,8.773719,9.430968,0,1.943258,1.490292,5,5,5,0,8,15,79.04,0,503,3.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
131,251.773826,-1.951132,251.773789,-1.95115,763,58,763.663,57.684,1,291.203,1244.35,1,66.5014,D.N.,-7.7374,0.058,2,B,12.444084,9.983973,16.684464,11.282647,20.469963,0,11.871366,5.676544,5,5,5,0,8,15,79.04,0,501,0.8,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
132,251.763123,-1.951188,251.763304,-1.950879,956,57,952.743,62.57,1,1794.36,866.298,1,56.0442,D.N.,-7.3442,0.0702,2,B,12.138871,9.454267,15.867607,9.873057,20.191881,0,12.499595,4.807128,5,5,5,0,8,15,79.04,0,506,2.98,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
133,251.734451,-1.951188,251.734448,-1.951183,1473,57,1473.065,57.08,1,78.5741,468.083,1,26.5041,D.N.,-6.6758,0.0615,2,B,8.982255,8.659023,9.141431,8.95454,9.312703,0,1.779578,1.544287,5,5,5,0,8,15,79.04,0,510,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
134,251.809818,-1.951021,251.809818,-1.950989,114,60,114.006,60.57,1,25762.3,54613.2,1,570.703,D.N.,-11.8432,0.0113,2,B,63.2104,41.521852,86.394779,39.149738,103.515743,0,57.077815,52.488921,5,5,5,0,8,15,79.04,0,507,3.58,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
135,251.798338,-1.951132,251.798311,-1.951084,321,58,321.495,58.87,1,3114.72,13787.3,1,233.152,D.N.,-10.3487,0.0184,2,B,29.484741,22.343254,39.134406,18.445526,46.059871,0,24.314304,20.290307,5,5,5,0,8,15,79.04,0,503,3.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
136,251.786637,-1.951077,251.786681,-1.951089,532,59,531.208,58.785,1,1456.06,5254.81,1,109.576,D.N.,-9.3014,0.0226,2,B,14.967282,12.122553,29.464713,13.465706,62.728692,0,55.432663,8.283866,5,5,5,0,8,15,79.04,0,507,3.06,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
137,251.734673,-1.951188,251.734448,-1.951183,1469,57,1473.057,57.079,1,78.6708,468.083,1,26.5041,D.N.,-6.6758,0.0615,2,B,8.982255,8.659023,9.141431,8.946262,9.312703,0,1.779578,1.544287,5,5,5,0,8,15,79.04,0,510,13.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
138,251.808321,-1.951076,251.808259,-1.951116,141,59,142.123,58.277,1,3541.12,13176.8,1,689.966,D.N.,-10.2995,0.0568,2,B,78.451572,40.270447,101.123895,39.308559,122.742682,0,69.636698,68.600758,5,5,5,0,8,15,79.04,0,508,3.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
139,251.795399,-1.951077,251.79504,-1.951194,374,59,380.475,56.88,1,2922.85,12979.7,1,300.927,D.N.,-10.2832,0.0252,2,B,28.399782,20.621621,47.636047,17.0438,67.069738,0,47.261043,28.051422,5,5,5,0,8,15,79.04,0,502,3.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
140,251.7888,-1.951021,251.78914,-1.951227,493,60,486.869,56.285,1,2523.75,10210.1,1,619.463,D.N.,-10.0226,0.0659,2,B,25.599506,17.040906,111.646145,14.391981,273.072185,0,249.454436,61.552587,5,5,5,0,8,15,79.04,0,502,3.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
141,251.718258,-1.950966,251.718326,-1.950538,1765,61,1763.778,68.71,1,1560.59,6138.77,1,80.3251,D.N.,-9.4702,0.0142,2,B,9.51916,9.479611,10.084326,8.522934,10.613548,0,3.312929,1.78383,5,5,5,0,8,15,79.04,0,505,3.76,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
142,251.746541,-1.950911,251.746524,-1.950894,1255,62,1255.309,62.297,1,348.363,1297.1,1,48.1118,D.N.,-7.7824,0.0403,2,B,9.855212,9.506116,13.585442,8.942479,18.045114,0,11.888819,3.212184,5,5,5,0,8,15,79.04,0,501,3.33,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
143,251.763345,-1.950855,251.763307,-1.95088,952,63,952.684,62.563,1,174.229,864.178,1,56.0253,D.N.,-7.3415,0.0704,2,B,12.138871,9.454267,15.867607,9.785521,20.191881,0,12.499595,4.807128,5,5,5,0,8,15,79.04,0,506,3.62,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
144,251.755248,-1.9508,251.755207,-1.950783,1098,64,1098.742,64.311,1,705.182,2511.41,1,52.6431,D.N.,-8.4998,0.0228,2,B,9.913816,9.353159,10.275226,9.493707,10.605152,0,2.62728,1.625197,5,5,5,0,8,15,79.04,0,507,3.36,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
145,251.751144,-1.950744,251.751145,-1.95075,1172,65,1171.983,64.901,1,694.763,2398.26,1,51.1182,D.N.,-8.4497,0.0231,2,B,9.35777,8.520868,9.43407,9.304859,9.562396,0,1.562857,1.478689,5,5,5,0,8,15,79.04,0,511,3.25,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
146,251.718313,-1.950578,251.718329,-1.950539,1764,68,1763.715,68.696,1,1560.59,6140.14,1,80.3336,D.N.,-9.4704,0.0142,2,B,9.51916,9.479611,10.084326,8.49439,10.613548,0,3.312929,1.78383,5,5,5,0,8,15,79.04,0,505,3.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
147,251.812924,-1.950799,251.812898,-1.950758,58,64,58.467,64.75,1,14282.1,71464.4,1,539.777,D.N.,-12.1352,0.0082,2,B,55.923557,33.311561,75.904954,33.036842,92.46394,0,52.854043,47.255282,5,5,5,0,8,15,79.04,0,505,3.55,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
148,251.76706,-1.950744,251.767039,-1.950773,885,65,885.386,64.487,1,273.147,1002.07,1,38.0722,D.N.,-7.5022,0.0412,2,B,10.287067,9.679147,10.981192,9.799534,11.490122,0,3.385125,2.131158,5,5,5,0,8,15,79.04,0,504,3.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
149,251.72031,-1.950689,251.720282,-1.950687,1728,66,1728.497,66.027,1,826.921,2956.89,1,56.8824,D.N.,-8.6771,0.0209,2,B,9.059938,8.665616,9.130803,8.490339,9.373578,0,2.121614,1.683688,5,5,5,0,8,15,79.04,0,509,3.16,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
150,251.792405,-1.950744,251.792443,-1.950805,428,65,427.3,63.899,1,1702.97,6530.15,1,145.092,D.N.,-9.5373,0.0241,2,B,20.188749,14.17845,27.634696,16.629744,34.22436,0,20.210162,12.126823,5,5,5,0,8,15,79.04,0,498,3.3,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
151,251.773438,-1.950744,251.773489,-1.950674,770,65,769.083,66.279,1,933.165,3445.36,1,66.6228,D.N.,-8.8431,0.021,2,B,11.855828,12.192482,13.415369,11.11849,14.593083,0,5.749092,3.172799,5,5,5,0,8,15,79.04,0,500,3.72,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
152,251.805492,-1.950688,251.805387,-1.950678,192,66,193.908,66.189,1,4881.36,19234.8,1,369.755,D.N.,-10.7102,0.0209,2,B,49.054153,48.894791,71.910483,30.481483,94.012094,0,60.617215,34.534058,5,5,5,0,8,15,79.04,0,504,3.53,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
153,251.795011,-1.950744,251.794984,-1.950481,381,65,381.495,69.755,1,2372.53,9824.26,1,305.176,D.N.,-9.9807,0.0337,2,B,30.522848,19.644439,48.29633,16.850332,64.682084,0,43.068746,29.080547,5,5,5,0,8,15,79.04,0,504,3.86,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
154,251.795011,-1.950467,251.794979,-1.950481,381,70,381.577,69.752,1,2372.53,9963.39,1,310.056,D.N.,-9.996,0.0338,2,B,29.731476,19.683851,48.849866,16.896513,66.324592,0,44.906964,29.581804,5,5,5,0,8,15,79.04,0,505,3.95,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
155,251.750146,-1.950523,251.75011,-1.950508,1190,69,1190.642,69.262,1,796.545,2830.56,1,55.1671,D.N.,-8.6297,0.0212,2,B,9.324292,9.088977,9.389291,9.285228,9.501423,0,1.456856,1.471064,5,5,5,0,8,15,79.04,0,508,3.53,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
156,251.805215,-1.950633,251.805387,-1.950678,197,67,193.911,66.183,1,4881.36,19234.8,1,369.755,D.N.,-10.7102,0.0209,2,B,49.054153,48.894791,71.910483,29.82028,94.012094,0,60.617215,34.534058,5,5,5,0,8,15,79.04,0,504,4.19,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
157,251.786082,-1.950467,251.786063,-1.950462,542,70,542.34,70.093,1,4881.36,55565.2,1,291.345,D.N.,-11.862,0.0057,2,B,22.974004,16.566168,35.186562,13.529986,48.241618,0,33.035469,17.237366,5,5,5,0,8,15,79.04,0,500,3.39,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
158,251.782256,-1.950689,251.781457,-1.950397,611,66,625.395,71.269,1,112479,1.16E+06,1,1282.45,D.N.,-15.1652,0.0012,2,B,93.873505,60.252551,120.104813,13.378963,143.704797,0,78.982628,69.844839,5,5,5,0,8,15,79.04,0,505,12.17,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
