Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
1636,251.78109,-1.923418,251.781076,-1.923394,632,558,632.244,558.438,1,498.212,1,27.2828,D.N.,-6.7435,0.0595,2,B,6.998758,6.832264,7.090138,6.561375,7.305277,0,1.761553,1.583134,5,5,5,0,8,15,79.04,0,512,3.61,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1637,251.754971,-1.923308,251.754956,-1.923235,1103,560,1103.274,561.314,1,663.58,1,30.6674,D.N.,-7.0547,0.0502,2,B,5.757233,6.213309,5.784183,5.322354,6.047362,0,1.766333,1.678551,5,5,5,0,8,15,79.04,0,510,4.17,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1638,251.723806,-1.923418,251.723429,-1.923506,1665,558,1671.796,556.408,1,502.592,1,27.0846,D.N.,-6.753,0.0585,2,B,5.103454,5.080467,5.098791,5.274128,5.313997,0,1.498417,1.534496,5,5,5,0,8,15,79.04,0,515,3.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1639,251.76096,-1.923252,251.76093,-1.923221,995,561,995.536,561.555,1,213.532,1,23.2575,D.N.,-5.8237,0.1183,2,B,6.222512,5.620399,7.089502,6.044759,8.169289,0,4.063151,1.821915,5,5,5,0,8,15,79.04,0,501,3.69,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1640,251.803437,-1.923196,251.802837,-1.923349,229,562,239.827,559.247,1,15635.8,1,132.249,D.N.,-10.4853,0.0092,2,B,12.184503,10.839034,14.123941,7.741791,15.631847,0,6.70511,4.33656,5,5,5,0,8,15,79.04,0,502,3.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1641,251.785748,-1.923252,251.785577,-1.923362,548,561,551.079,559.012,1,574.962,1,47.5516,D.N.,-6.8991,0.0898,2,B,9.057693,7.622632,10.519374,7.127444,11.584239,0,4.856334,4.138866,5,5,5,0,8,15,79.04,0,506,3.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1642,251.782809,-1.923086,251.782757,-1.92309,601,564,601.94,563.916,1,1135.99,1,53.8574,D.N.,-7.6384,0.0515,2,B,8.079529,6.113048,10.234694,6.66659,12.013695,0,6.29757,4.2282,5,5,5,0,8,15,79.04,0,499,5.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1643,251.774713,-1.922975,251.7747,-1.922966,747,566,747.227,566.167,1,965.108,1,34.4581,D.N.,-7.4614,0.0388,2,B,6.080146,5.911067,6.105541,6.320283,6.327347,0,1.662268,1.502924,5,5,5,0,8,15,79.04,0,507,3.79,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1644,251.737891,-1.923197,251.737831,-1.92315,1411,562,1412.085,562.838,1,91.6002,1,17.1652,D.N.,-4.9047,0.2035,2,B,5.27914,5.08161,5.230382,4.659088,5.431743,0,1.466672,1.438166,5,5,5,0,8,15,79.04,0,513,2.33,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1645,251.761958,-1.923086,251.761929,-1.923029,977,564,977.534,565.033,1,386.203,1,26.0246,D.N.,-6.467,0.0732,2,B,6.300076,5.652265,6.480922,6.048017,6.714953,0,1.759072,1.720282,5,5,5,0,8,15,79.04,0,508,4.53,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1646,251.755248,-1.92303,251.754956,-1.923235,1098,565,1103.269,561.311,1,663.58,1,30.6674,D.N.,-7.0547,0.0502,2,B,5.757233,6.213309,5.784183,5.321803,6.047362,0,1.766333,1.678551,5,5,5,0,8,15,79.04,0,510,4.85,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1647,251.753141,-1.922864,251.753121,-1.922841,1136,568,1136.359,568.41,1,2505.91,1,52.1396,D.N.,-8.4974,0.0226,2,B,5.987356,5.761458,5.967641,5.175403,6.169896,0,1.568338,1.471452,5,5,5,0,8,15,79.04,0,512,4.05,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1648,251.752698,-1.922698,251.753126,-1.922842,1144,571,1136.275,568.408,1,2503.85,1,52.1199,D.N.,-8.4965,0.0226,2,B,5.987356,5.761458,5.967641,5.135937,6.169896,0,1.568338,1.471452,5,5,5,0,8,15,79.04,0,512,NaN,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1649,251.745045,-1.923086,251.745039,-1.923078,1282,564,1282.099,564.139,1,146.074,1,19.5342,D.N.,-5.4114,0.1452,2,B,5.114083,5.104292,5.161259,5.395889,5.364525,0,1.464144,1.548585,5,5,5,0,8,15,79.04,0,512,5.34,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1650,251.706893,-1.92303,251.706844,-1.923001,1970,565,1970.89,565.51,1,289.228,1,22.7308,D.N.,-6.1531,0.0853,2,B,5.128357,4.692246,5.229956,4.985557,5.435931,0,1.483641,1.522475,5,5,5,0,8,15,79.04,0,514,0.73,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1651,251.81231,-1.92303,251.812498,-1.9234,69,565,65.605,558.31,1,21607.7,1,154.743,D.N.,-10.8365,0.0078,2,B,12.621201,10.535417,14.238346,7.495773,15.430682,0,5.953623,4.872222,5,5,5,0,8,15,79.04,0,505,11.8,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1652,251.776709,-1.92303,251.776794,-1.922897,711,565,709.467,567.399,1,439.37,1,25.594,D.N.,-6.6071,0.0632,2,B,5.926114,5.731717,5.986102,6.311546,6.201695,0,1.622593,1.480261,5,5,5,0,8,15,79.04,0,506,5.12,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1653,251.776931,-1.922864,251.776792,-1.922897,707,568,709.493,567.403,1,439.37,1,25.594,D.N.,-6.6071,0.0632,2,B,5.926114,5.731717,5.986102,6.310845,6.201695,0,1.622593,1.480261,5,5,5,0,8,15,79.04,0,506,5.84,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1654,251.757356,-1.922642,251.757939,-1.922532,1060,572,1049.481,573.985,1,35672.5,1,199.497,D.N.,-11.3808,0.0061,2,B,11.729776,9.836681,13.962501,5.644493,15.528827,0,6.803286,6.473476,5,5,5,0,8,15,79.04,0,505,10.6,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1655,251.755747,-1.923086,251.75573,-1.923074,1089,564,1089.313,564.205,1,20.8325,1,26.7262,D.N.,-3.2969,1.3929,2,B,6.215228,5.580859,7.078662,5.357557,7.765432,0,3.196084,2.650566,5,5,5,0,8,15,79.04,0,499,27.49,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1656,251.784805,-1.922587,251.784807,-1.922548,565,573,564.963,573.703,1,23434.6,1,156.984,D.N.,-10.9246,0.0073,2,B,10.326504,8.303277,11.14938,6.901276,11.685518,0,3.502372,3.509447,5,5,5,0,8,15,79.04,0,512,4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1657,251.770609,-1.922864,251.770614,-1.922809,821,568,820.905,568.999,1,1618.92,1,42.4724,D.N.,-8.0231,0.0285,2,B,5.960191,5.875204,5.957706,6.120501,6.11518,0,1.38017,1.373211,5,5,5,0,8,15,79.04,0,515,4.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1658,251.757966,-1.922587,251.757944,-1.922532,1049,573,1049.397,573.985,1,35672.5,1,199.497,D.N.,-11.3808,0.0061,2,B,11.729776,9.836681,13.962501,5.762969,15.528827,0,6.803286,6.473476,5,5,5,0,8,15,79.04,0,505,4.52,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1659,251.756191,-1.92292,251.756183,-1.922862,1081,567,1081.143,568.031,1,341.301,1,23.5129,D.N.,-6.3328,0.0748,2,B,5.760069,5.981113,5.8245,5.431642,6.030557,0,1.564485,1.467153,5,5,5,0,8,15,79.04,0,510,4.04,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1660,251.80987,-1.922919,251.809931,-1.922847,113,567,111.893,568.304,1,2054.63,1,48.6984,D.N.,-8.2818,0.0257,2,B,7.307862,6.554562,7.550216,7.689976,7.758897,0,1.78914,1.794635,5,5,5,0,8,15,79.04,0,507,4.58,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1661,251.808373,-1.922974,251.808403,-1.922914,140,566,139.46,567.084,1,900.214,1,51.3553,D.N.,-7.3859,0.0619,2,B,8.004989,7.146358,10.206452,7.710471,11.878884,0,6.083617,4.195149,5,5,5,0,8,15,79.04,0,499,5.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1662,251.755914,-1.922587,251.756186,-1.922862,1086,573,1081.085,568.032,1,341.074,1,23.5081,D.N.,-6.3321,0.0748,2,B,5.760069,5.981113,5.8245,5.357326,6.030557,0,1.564485,1.467153,5,5,5,0,8,15,79.04,0,510,4.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1663,251.796561,-1.922864,251.796519,-1.922718,353,568,353.764,570.623,1,1835.33,1,67.6055,D.N.,-8.1593,0.04,2,B,8.771509,7.763793,11.329256,7.178737,13.106642,0,6.596859,5.268235,5,5,5,0,8,15,79.04,0,503,4.64,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1664,251.796506,-1.922531,251.796524,-1.922718,354,574,353.664,570.634,1,1833.67,1,67.5932,D.N.,-8.1583,0.04,2,B,8.771509,7.763793,11.329256,7.163363,13.106642,0,6.596859,5.268235,5,5,5,0,8,15,79.04,0,503,5.83,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1665,251.778982,-1.922864,251.779308,-1.922695,670,568,664.124,571.056,1,794.607,1,34.6866,D.N.,-7.2504,0.0474,2,B,6.669563,5.715489,7.417305,6.348183,8.056042,0,3.146917,2.036095,5,5,5,0,8,15,79.04,0,503,4.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1666,251.772106,-1.922809,251.77209,-1.922788,794,569,794.3,569.364,1,108.303,1,17.7625,D.N.,-5.0866,0.1781,2,B,5.927235,4.792261,6.057839,6.215909,6.276484,0,1.643829,1.45114,5,5,5,0,8,15,79.04,0,507,3.76,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1667,251.71083,-1.922808,251.710814,-1.922743,1899,569,1899.294,570.171,1,210.054,1,20.3963,D.N.,-5.8058,0.1054,2,B,5.12599,4.680954,5.121139,5.216162,5.32494,0,1.46051,1.448155,5,5,5,0,8,15,79.04,0,512,5.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1668,251.810147,-1.922863,251.809932,-1.922846,108,568,111.886,568.316,1,2054.63,1,48.6984,D.N.,-8.2818,0.0257,2,B,7.307862,6.554562,7.550216,7.663366,7.758897,0,1.78914,1.794635,5,5,5,0,8,15,79.04,0,507,5.25,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1669,251.791626,-1.922808,251.791589,-1.922766,442,569,442.668,569.771,1,1228.36,1,39.2552,D.N.,-7.7233,0.0347,2,B,6.996854,6.434054,7.437388,6.400413,7.847821,0,2.507195,1.781417,5,5,5,0,8,15,79.04,0,504,4.02,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1670,251.766616,-1.922587,251.766553,-1.922615,893,573,894.145,572.493,1,440.59,1,26.9357,D.N.,-6.6101,0.0664,2,B,6.180956,6.037753,6.287003,5.890726,6.550293,0,1.840297,1.699736,5,5,5,0,8,15,79.04,0,501,4.95,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1671,251.712383,-1.922808,251.712346,-1.922843,1871,569,1871.672,568.365,1,29.1112,1,15.3161,D.N.,-3.6601,0.5712,2,B,5.148252,4.894411,5.238913,4.870189,5.434098,0,1.444741,1.446731,5,5,5,0,8,15,79.04,0,513,3.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1672,251.815138,-1.922752,251.815111,-1.922702,18,570,18.484,570.905,1,1614.1,1,43.8109,D.N.,-8.0198,0.0295,2,B,7.552772,7.895105,7.670548,7.718296,7.907773,0,1.924303,1.759736,5,5,5,0,8,15,79.04,0,502,4.65,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1673,251.805101,-1.922753,251.80504,-1.922708,199,570,200.098,570.802,1,658.18,1,62.7522,D.N.,-7.0459,0.1035,2,B,10.761936,7.90759,13.246041,7.475903,15.345172,0,7.754773,5.767687,5,5,5,0,8,15,79.04,0,502,3.94,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1674,251.779371,-1.922698,251.77931,-1.922694,663,571,664.096,571.063,1,786.012,1,34.5625,D.N.,-7.2386,0.0477,2,B,6.669563,5.715489,7.417305,6.328901,8.056042,0,3.146917,2.036095,5,5,5,0,8,15,79.04,0,503,4.06,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1675,251.748649,-1.922532,251.748602,-1.922509,1217,574,1217.85,574.403,1,1185.58,1,37.496,D.N.,-7.6848,0.0343,2,B,5.531205,5.515208,5.592112,4.895522,5.796776,0,1.528211,1.498554,5,5,5,0,8,15,79.04,0,514,4.12,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1676,251.731792,-1.922698,251.731807,-1.92266,1521,571,1520.723,571.678,1,174.883,1,19.6061,D.N.,-5.6069,0.1217,2,B,5.076833,6.220344,4.95068,5.316961,5.169584,0,1.48986,1.461173,5,5,5,0,8,15,79.04,0,514,4.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1677,251.804713,-1.922753,251.8044,-1.922447,206,570,211.642,575.515,1,1692.09,1,59.1769,D.N.,-8.0711,0.038,2,B,8.781814,6.407189,10.643507,7.535057,11.89354,0,5.313041,4.283694,5,5,5,0,8,15,79.04,0,501,4.62,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1678,251.804436,-1.922476,251.804396,-1.922448,211,575,211.718,575.502,1,1684.9,1,59.1161,D.N.,-8.0664,0.0381,2,B,8.781814,6.407189,10.643507,7.564181,11.89354,0,5.313041,4.283694,5,5,5,0,8,15,79.04,0,501,4.04,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1679,251.793622,-1.922698,251.793582,-1.92266,406,571,406.721,571.67,1,815.856,1,33.2633,D.N.,-7.279,0.0443,2,B,7.142673,7.173268,7.266428,6.595888,7.475823,0,1.758711,1.718517,5,5,5,0,8,15,79.04,0,507,4.23,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1680,251.752476,-1.922698,251.753121,-1.922842,1148,571,1136.369,568.4,1,2505.91,1,52.1396,D.N.,-8.4974,0.0226,2,B,5.987356,5.761458,5.967641,5.121692,6.169896,0,1.568338,1.471452,5,5,5,0,8,15,79.04,0,512,12.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1681,251.74255,-1.922642,251.742544,-1.922582,1327,572,1327.102,573.09,1,250.245,1,21.8737,D.N.,-5.9959,0.0949,2,B,5.32675,5.528309,5.317296,5.161921,5.515509,0,1.466778,1.52324,5,5,5,0,8,15,79.04,0,508,4.6,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1682,251.81414,-1.922642,251.814135,-1.9226,36,572,36.096,572.758,1,668.857,1,32.2189,D.N.,-7.0633,0.0523,2,B,7.146674,6.616087,7.277054,7.607732,7.554155,0,2.029259,1.936304,5,5,5,0,8,15,79.04,0,505,4.31,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1683,251.7817,-1.922587,251.781698,-1.922555,621,573,621.024,573.572,1,1128.8,1,39.1999,D.N.,-7.6315,0.0377,2,B,7.206927,6.293696,7.629038,6.453779,8.138366,0,2.836695,2.03349,5,5,5,0,8,15,79.04,0,501,4.04,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1684,251.768391,-1.922532,251.768364,-1.922534,861,574,861.483,573.96,1,802.377,1,32.512,D.N.,-7.2609,0.044,2,B,6.075767,5.324816,6.329886,5.980525,6.621963,0,1.946911,1.607497,5,5,5,0,8,15,79.04,0,503,0.94,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1685,251.767836,-1.922587,251.767415,-1.922304,871,573,878.596,578.104,1,988.598,1,36.5486,D.N.,-7.4875,0.0401,2,B,6.59323,5.852259,6.79325,5.954229,7.125781,0,2.153524,1.878459,5,5,5,0,8,15,79.04,0,507,4.78,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1686,251.767448,-1.92231,251.767419,-1.922305,878,578,878.534,578.092,1,991.171,1,36.5838,D.N.,-7.4904,0.0401,2,B,6.59323,5.852259,6.79325,5.928315,7.125781,0,2.153524,1.878459,5,5,5,0,8,15,79.04,0,507,1.37,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1687,251.767393,-1.922532,251.767419,-1.922305,879,574,878.531,578.089,1,991.171,1,36.5838,D.N.,-7.4904,0.0401,2,B,6.59323,5.852259,6.79325,5.92847,7.125781,0,2.153524,1.878459,5,5,5,0,8,15,79.04,0,507,4.19,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1688,251.760905,-1.922532,251.760851,-1.922521,996,574,996.968,574.192,1,1235.6,1,38.6698,D.N.,-7.7297,0.034,2,B,6.183512,5.461171,6.226739,6.026707,6.433971,0,1.62138,1.62508,5,5,5,0,8,15,79.04,0,508,4.44,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1689,251.762679,-1.922476,251.762641,-1.922422,964,575,964.696,575.97,1,1102.74,1,36.5833,D.N.,-7.6062,0.036,2,B,6.026981,5.294972,6.164035,6.025081,6.355847,0,1.55119,1.548292,5,5,5,0,8,15,79.04,0,510,4.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1690,251.789851,-1.922531,251.789601,-1.922503,474,574,478.509,574.508,1,798.492,1,42.8704,D.N.,-7.2557,0.0583,2,B,8.855297,7.202928,9.87714,6.743679,10.808256,0,4.393067,3.246304,5,5,5,0,8,15,79.04,0,501,0.31,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1691,251.789574,-1.922531,251.7896,-1.922503,479,574,478.527,574.511,1,798.492,1,42.8704,D.N.,-7.2557,0.0583,2,B,8.855297,7.202928,9.87714,6.836496,10.808256,0,4.393067,3.246304,5,5,5,0,8,15,79.04,0,501,4.77,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1692,251.732901,-1.922531,251.732839,-1.922485,1501,574,1502.112,574.846,1,92.7391,1,17.2387,D.N.,-4.9182,0.2018,2,B,5.105546,5.530982,5.062275,5.412493,5.254552,0,1.409809,1.443072,5,5,5,0,8,15,79.04,0,513,2.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1693,251.727577,-1.922531,251.727538,-1.922506,1597,574,1597.704,574.464,1,58.5831,1,15.2679,D.N.,-4.4194,0.283,2,B,5.098937,4.666909,5.021302,4.881842,5.210401,0,1.392335,1.33309,5,5,5,0,8,15,79.04,0,512,14.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1694,251.703898,-1.922475,251.703839,-1.922431,2024,575,2025.066,575.795,1,342.365,1,22.7986,D.N.,-6.3362,0.0723,2,B,5.361043,5.1577,5.334122,5.097822,5.512731,0,1.393247,1.34432,5,5,5,0,8,15,79.04,0,513,4.06,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
1695,251.811312,-1.922531,251.81131,-1.922429,87,574,87.039,575.84,1,815.952,1,33.8055,D.N.,-7.2792,0.045,2,B,7.65983,6.588882,7.709808,7.53488,7.925626,0,1.838772,1.822609,5,5,5,0,8,15,79.04,0,507,4.19,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
